O 선거 종류,O 선거 횟수,O 투표일,O 선거구,O 전체유권자수,O 투표자 수,O 투표율,O 정당명,O 후보자명,O 득표수
국회의원선거,19,20120411,도봉구갑,142229,78644,0.5529,정통민주당,박춘엽,1094
국회의원선거,19,20120411,도봉구을,153957,86286,0.5605,새누리당,김선동,40464
국회의원선거,19,20120411,도봉구을,153957,86286,0.5605,민주통합당,유인태,43784
국회의원선거,19,20120411,도봉구을,153957,86286,0.5605,자유선진당,박영대,1497
국회의원선거,19,20120411,노원구갑,143388,82314,0.5741,새누리당,이노근,40865
국회의원선거,19,20120411,노원구갑,143388,82314,0.5741,민주통합당,김용민,36083
국회의원선거,19,20120411,노원구갑,143388,82314,0.5741,자유선진당,김철수,1761
국회의원선거,19,20120411,노원구갑,143388,82314,0.5741,무소속,우승배,2913
국회의원선거,19,20120411,노원구을,167833,102800,0.6125,새누리당,권영진,49026
국회의원선거,19,20120411,노원구을,167833,102800,0.6125,민주통합당,우원식,50844
국회의원선거,19,20120411,노원구을,167833,102800,0.6125,자유선진당,이기재,1198
국회의원선거,19,20120411,노원구을,167833,102800,0.6125,국민생각,전영돈,733
국회의원선거,19,20120411,노원구을,167833,102800,0.6125,국민행복당,이선엽,445
국회의원선거,19,20120411,노원구병,162890,92116,0.5655,새누리당,허준영,36201
국회의원선거,19,20120411,노원구병,162890,92116,0.5655,통합진보당,노회찬,52270
국회의원선거,19,20120411,노원구병,162890,92116,0.5655,국민생각,주준희,2889
국회의원선거,19,20120411,은평구갑,171456,87699,0.5115,새누리당,최홍재,36071
국회의원선거,19,20120411,은평구갑,171456,87699,0.5115,민주통합당,이미경,42672
국회의원선거,19,20120411,은평구갑,171456,87699,0.5115,진보신당,안효상,3704
국회의원선거,19,20120411,은평구갑,171456,87699,0.5115,무소속,이재식,4539
국회의원선거,19,20120411,은평구을,232939,128703,0.5525,새누리당,이재오,63238
국회의원선거,19,20120411,은평구을,232939,128703,0.5525,통합진보당,천호선,61779
국회의원선거,19,20120411,은평구을,232939,128703,0.5525,정통민주당,이문용,2692
국회의원선거,19,20120411,서대문구갑,130670,75119,0.5749,새누리당,이성헌,33982
국회의원선거,19,20120411,서대문구갑,130670,75119,0.5749,민주통합당,우상호,40481
국회의원선거,19,20120411,서대문구을,128959,72216,0.56,새누리당,정두언,35380
국회의원선거,19,20120411,서대문구을,128959,72216,0.56,민주통합당,김영호,34755
국회의원선거,19,20120411,서대문구을,128959,72216,0.56,국민행복당,김종수,696
국회의원선거,19,20120411,서대문구을,128959,72216,0.56,정통민주당,홍성덕,806
국회의원선거,19,20120411,마포구갑,128869,73190,0.5679,새누리당,신영섭,31104
국회의원선거,19,20120411,마포구갑,128869,73190,0.5679,민주통합당,노웅래,39398
국회의원선거,19,20120411,마포구갑,128869,73190,0.5679,정통민주당,정형호,2119
국회의원선거,19,20120411,마포구을,191863,107387,0.5597,새누리당,김성동,39709
국회의원선거,19,20120411,마포구을,191863,107387,0.5597,민주통합당,정청래,58163
국회의원선거,19,20120411,마포구을,191863,107387,0.5597,청년당,권완수,3069
국회의원선거,19,20120411,마포구을,191863,107387,0.5597,무소속,서현진,1230
국회의원선거,19,20120411,마포구을,191863,107387,0.5597,무소속,강용석,4583
국회의원선거,19,20120411,양천구갑,202998,121718,0.5996,새누리당,길정우,61058
국회의원선거,19,20120411,양천구갑,202998,121718,0.5996,민주통합당,차영,59646
국회의원선거,19,20120411,양천구을,186918,99512,0.5324,새누리당,김용태,48811
국회의원선거,19,20120411,양천구을,186918,99512,0.5324,민주통합당,이용선,47031
국회의원선거,19,20120411,양천구을,186918,99512,0.5324,국민생각,이현호,1118
국회의원선거,19,20120411,양천구을,186918,99512,0.5324,무소속,김순범,1861
국회의원선거,19,20120411,강서구갑,245015,132414,0.5404,새누리당,구상찬,55982
국회의원선거,19,20120411,강서구갑,245015,132414,0.5404,민주통합당,신기남,64187
국회의원선거,19,20120411,강서구갑,245015,132414,0.5404,자유선진당,백철,6328
국회의원선거,19,20120411,강서구갑,245015,132414,0.5404,국민행복당,장기만,397
국회의원선거,19,20120411,강서구갑,245015,132414,0.5404,정통민주당,김영권,3817
국회의원선거,19,20120411,강서구갑,245015,132414,0.5404,무소속,백승대,1051
국회의원선거,19,20120411,강서구을,216397,124236,0.5741,새누리당,김성태,61967
국회의원선거,19,20120411,강서구을,216397,124236,0.5741,민주통합당,김효석,61098
국회의원선거,19,20120411,구로구갑,189156,112349,0.5939,새누리당,이범래,50800
국회의원선거,19,20120411,구로구갑,189156,112349,0.5939,민주통합당,이인영,58381
국회의원선거,19,20120411,구로구갑,189156,112349,0.5939,진보신당,강상구,2611
국회의원선거,19,20120411,구로구을,159988,89139,0.5572,새누리당,강요식,31063
국회의원선거,19,20120411,구로구을,159988,89139,0.5572,민주통합당,박영선,54902
국회의원선거,19,20120411,구로구을,159988,89139,0.5572,진보신당,심재옥,2659
국회의원선거,19,20120411,금천구,202190,104334,0.516,새누리당,김정훈,37357
국회의원선거,19,20120411,금천구,202190,104334,0.516,민주통합당,이목희,54547
국회의원선거,19,20120411,금천구,202190,104334,0.516,자유선진당,임부재,1539
국회의원선거,19,20120411,금천구,202190,104334,0.516,국민행복당,최정식,748
국회의원선거,19,20120411,금천구,202190,104334,0.516,무소속,강성현,1086
국회의원선거,19,20120411,금천구,202190,104334,0.516,무소속,안영배,3749
국회의원선거,19,20120411,금천구,202190,104334,0.516,무소속,정두환,4505
국회의원선거,19,20120411,영등포구갑,172505,99388,0.5761,새누리당,박선규,45161
국회의원선거,19,20120411,영등포구갑,172505,99388,0.5761,민주통합당,김영주,52232
국회의원선거,19,20120411,영등포구갑,172505,99388,0.5761,정통민주당,여세현,1407
국회의원선거,19,20120411,영등포구을,156689,87071,0.5557,새누리당,권영세,40950
국회의원선거,19,20120411,영등포구을,156689,87071,0.5557,민주통합당,신경민,45458
국회의원선거,19,20120411,동작구갑,179056,103156,0.5761,새누리당,서장은,45422
국회의원선거,19,20120411,동작구갑,179056,103156,0.5761,민주통합당,전병헌,56794
국회의원선거,19,20120411,동작구을,154966,91981,0.5936,새누리당,정몽준,46480
국회의원선거,19,20120411,동작구을,154966,91981,0.5936,민주통합당,이계안,40293
국회의원선거,19,20120411,동작구을,154966,91981,0.5936,진보신당,김종철,4708
국회의원선거,19,20120411,관악구갑,235207,128829,0.5477,민주통합당,유기홍,63611
국회의원선거,19,20120411,관악구갑,235207,128829,0.5477,자유선진당,김용섭,3795
국회의원선거,19,20120411,관악구갑,235207,128829,0.5477,정통민주당,한광옥,5207
국회의원선거,19,20120411,관악구갑,235207,128829,0.5477,무소속,김성식,52808
국회의원선거,19,20120411,관악구갑,235207,128829,0.5477,무소속,한상삼,1500
국회의원선거,19,20120411,관악구을,211859,113913,0.5377,새누리당,오신환,37559
국회의원선거,19,20120411,관악구을,211859,113913,0.5377,통합진보당,이상규,43158
국회의원선거,19,20120411,관악구을,211859,113913,0.5377,무소속,김희철,32127
국회의원선거,19,20120411,서초구갑,171356,97746,0.5704,새누리당,김회선,57335
국회의원선거,19,20120411,서초구갑,171356,97746,0.5704,민주통합당,이혁진,32104
국회의원선거,19,20120411,서초구갑,171356,97746,0.5704,국민생각,박세일,7101
국회의원선거,19,20120411,서초구갑,171356,97746,0.5704,국민행복당,양한별,467
국회의원선거,19,20120411,서초구을,179331,100859,0.5624,새누리당,강석훈,60213
국회의원선거,19,20120411,서초구을,179331,100859,0.5624,민주통합당,임지아,39047
국회의원선거,19,20120411,서초구을,179331,100859,0.5624,대한국당,최우원,887
국회의원선거,19,20120411,강남구갑,253525,127181,0.5017,새누리당,심윤조,82582
국회의원선거,19,20120411,강남구갑,253525,127181,0.5017,민주통합당,김성욱,41509
국회의원선거,19,20120411,강남구갑,253525,127181,0.5017,국민행복당,서영신,628
국회의원선거,19,20120411,강남구갑,253525,127181,0.5017,무소속,권헌성,1693
국회의원선거,19,20120411,강남구을,204733,124113,0.6062,새누리당,김종훈,73346
국회의원선거,19,20120411,강남구을,204733,124113,0.6062,민주통합당,정동영,48419
국회의원선거,19,20120411,강남구을,204733,124113,0.6062,무소속,김광종,1552
국회의원선거,19,20120411,송파구갑,169330,97731,0.5772,새누리당,박인숙,51306
국회의원선거,19,20120411,송파구갑,169330,97731,0.5772,민주통합당,박성수,42604
국회의원선거,19,20120411,송파구갑,169330,97731,0.5772,국민행복당,윤대희,449
국회의원선거,19,20120411,송파구갑,169330,97731,0.5772,미래연합,이정현,436
국회의원선거,19,20120411,송파구갑,169330,97731,0.5772,무소속,정동수,2453
국회의원선거,19,20120411,송파구을,175239,100445,0.5732,새누리당,유일호,49929
국회의원선거,19,20120411,송파구을,175239,100445,0.5732,민주통합당,천정배,46010
국회의원선거,19,20120411,송파구을,175239,100445,0.5732,국민생각,박계동,4035
국회의원선거,19,20120411,송파구병,203855,116956,0.5737,새누리당,김을동,59664
국회의원선거,19,20120411,송파구병,203855,116956,0.5737,민주통합당,정균환,53840
국회의원선거,19,20120411,송파구병,203855,116956,0.5737,정통민주당,차성환,2630
국회의원선거,19,20120411,강동구갑,218027,122935,0.5639,새누리당,신동우,62489
국회의원선거,19,20120411,강동구갑,218027,122935,0.5639,민주통합당,이부영,57909
국회의원선거,19,20120411,강동구갑,218027,122935,0.5639,국민행복당,정영일,1624
국회의원선거,19,20120411,강동구을,180815,95834,0.53,새누리당,정옥임,43537
국회의원선거,19,20120411,강동구을,180815,95834,0.53,민주통합당,심재권,51451
